review_id,pre
VXZY1oBfAR-BOU3F4v0_wA,2.0
i9QDAcFhckOrr6qz_pYsqg,3.0
Bp6KWTofwlZFi7qMWSLPLA,4.0
58Mzw_iZdz_nfjTMd1ifjw,5.0
3C1gwYS735wQsTvFGQf5sA,5.0
hRmy8yymVwc5BOSOwdjTyA,5.0
eaFSUjniUsfQOCV0B3ZsIg,2.0
UmRtEJMPe86HKVs-WYuzmg,5.0
Berd6DO622IhxC--N-fG6Q,5.0
ApqB-XO5C8R5iYTGZSLzgQ,5.0
YR26MV2SOLASqwzYmgkV4A,5.0
ak4FvS66-cRMOExOrgnz6Q,1.0
JAHtvCsME93S-CXzflvv2g,5.0
nATWMTB1NPcQhHn8P5OqSw,5.0
DR6aG03QgIptrDqHHWL-5g,5.0
Nw6FySXobKP0zsFOibEDKQ,1.0
uKaMiAwTSyVpI-cPoYgX6g,5.0
EamQVmHus-5_OuA9u6JMLQ,5.0
ZHDvrUhmXmcc-3clGFZOuA,5.0
c3SQsPNR5buWrjdg1EPQCg,4.0
-opaqmdZ8oHAcmrhVmHFiQ,3.0
DmvvkXTjz3mJUsTzDWY6nA,5.0
cK73khusTOoTjLR3-pCqNw,5.0
g_o3lZS1nfbvXxbIFsi86Q,1.0
rvvcf-aHNsPEXJqGw0uv3g,4.0
uqhi3W_-QiHI2cTK3J0wrA,3.0
c5MTFjKuNYeMYmYSgUDULg,5.0
aoLgxGQkYB3Mo_BNzGVR4g,5.0
ubTINK-CDli0edKREDMEfQ,1.0
zagBngw-iPl82ScO2wR8jg,1.0
-EFRrifxINtucBiPgz4oWQ,4.0
K2frfC150yLCMf8C56ymNQ,5.0
AgT-yBgNo4Fx9M3d8vEyMw,2.0
RvB-iKXV8Hn_JFaGA7yjYA,5.0
WW_uWMUBPujn5ITtfI25IA,5.0
quHAcHtU1kN-ZuuH5xRy7g,4.0
DAK2NWMcYoApEvGTcIk1fw,4.0
CX7V3V2FihhKzub2e11JDw,4.0
OU4zS9OSHDMo39z-xTvKGg,5.0
DTTlkqk-gGKgKgfk80p1Bw,5.0
fS5QUH4SPbAd66pcvVRJDw,5.0
fpJF_NHWzqFzbPMo-B0SZw,5.0
naDFFS6d0UIJuC9b0SOtZA,4.0
BYHOEkO-WosMCkHxH7MAHw,4.0
nf09Lm14YSaTm7R1F0U9kA,5.0
NJ0RXYNaEmEgdRvob19IOA,4.0
94t43dfI0IXafcXdFhxTfg,5.0
I1MRhdt-0FrUkOD_msIvWA,4.0
Fs5vMDgu0cuL_GOWh-LyEg,1.0
yMwJqJCELQuzDgTlxmh_og,1.0
oKARKFbR8gKjSrNnjL7i9A,1.0
x9bdNfvo6_-Lc9W9hWyyww,5.0
Sct703ZsajfoZh0SA8z3vA,4.0
vP35nD2clFv1hsG12HrdGw,3.0
BXLi5STD09JZzy21xk1Lxw,5.0
gWT6LwQv81qw8r52wgYpeQ,5.0
nBw3EbpG0dgOZEwtAdetvQ,4.0
qoxG8mXyafB1RW92anOucw,4.0
KVnxTwCmSbqBiQMvHMVp1g,1.0
3RMTRhl5Nv5Rz11KjZ_xdA,5.0
6Y2OSQ2YWwFQ5RbjHW5Ljg,5.0
N42FdLI0hLZ4KOi0gQyO3Q,5.0
MhNjjNm4_nHo9wIFQBzqVw,4.0
8gKxFWOuc2PvaQH3GnfveQ,5.0
_b7KkB_YBtCAIFyTwDjhjg,3.0
0MoOI0Ds2uYYoKwiXiNaEQ,5.0
ufY_TipjxnpvtRVSD3VEBg,5.0
jSLlVXQI5ZULbV9wWp20bA,5.0
l1kciY0y6YbA_f_2k3Q1Iw,5.0
wJ46SO7_Tnvi_PvvVqQe8A,5.0
AGcdnfiMGU4qo-jA2xPouA,5.0
athrY68UtnyDBFiiSzq_xw,5.0
INXVEnpLGqIMb9BFoBn1Zw,3.0
I_C9es5vlvMy6TSQ95ZnIw,5.0
IcBi2aLhvTCwQtdHI929WQ,5.0
6RChJ3ogCHj3FdwKMXDHLA,5.0
eRKpTc_TzqIr9P3JJbk6Zw,5.0
3yJYwwFuCeBRrwfLk6XFxQ,5.0
3oeg54cezby0dtliSRve2A,2.0
25XasZZJPadfsRUkTgsQLg,5.0
rs-tjzZbwVj31vtPvt6Jew,5.0
AVZzkMNw_f8u1qvt4XcuaA,1.0
IOls4VamqKqObojottxfBQ,5.0
o6i8VY8acWq61qbtcOLxDg,5.0
GBPq8X5glqd9cLy5sXOEMQ,3.0
sDwWYVcATA8vA0JwNcnbXQ,3.0
NOahXVWW9uvRN4kbG5zzyw,5.0
1XvV0LvVd2Na8266PM67oQ,4.0
LY8MwSR2gBFIOvvK7dxYHw,5.0
rSaa69yo0q504mtqJkl2nQ,3.0
HMShYctaVwHzqbcWA4Fh0g,5.0
dfZHreuMw4txRIpPsOjm_g,5.0
NXXWVqBwvF_LxiJoq5wFYg,5.0
sVWMMajUNjTC014y-lHjww,1.0
P5zYS0OcH-1ZUZ6EF_gaWg,3.0
svPlE7Fmw1c4ysygF2r_YQ,1.0
qLKeP7v8XB23j7ZkoYP8Pg,5.0
YBD9JBcOmBi9VhCN-JemMA,5.0
zdMsOfLZAuditXpHY5kAWw,5.0
N3ncZS1neEWcWu6b15Dipg,5.0
S8MvALzL67vDlFISiSDLrg,1.0
EkUhGlin1huK7-ovBwxc0w,3.0
M0LhGiseet9SN-B5rto1bw,5.0
G2JiZc0fxxOdLT-Nvp6Ejg,5.0
ou-x_TYxroEhTRzb1XE3RQ,1.0
lgmXH-Zgg0BuBmwYMumXMw,1.0
RR4ysbRslY6ccWko71nrcA,5.0
AksiS2cfnms69gDVx93wRg,4.0
1zT5IoZsOslAeo4f9Ck7Ug,5.0
nvmYGgW20MnztBlnZD47Hg,2.0
q_UbHsuKcItyH7eqg084gw,3.0
XBQORumwjMSjEiIvNdxHPg,1.0
RNa3ddka_oN9RG33mqbC5g,3.0
Dru-NrtP1B7iZLuFDmr4lA,2.0
7HnWdEGqWojEHAnVDcK9tQ,3.0
2HgOHm9gnVSZTBGTuWocBw,1.0
fbEC_XHIkHriNO_sOdc0Pw,4.0
Xyu5_UcitFt5wI8DUIGE9A,4.0
5aAEGhCTz9GXRvOHkwJjkw,4.0
lDN68bBoYev3JG1H9_PWsA,1.0
KkkRo_dV4jpi-vlftFQ5oQ,5.0
uyFLCOWJPhzAs2fXvFSQEA,5.0
GA98lVig66vj5WQdIMX-8g,4.0
eIl1kA1YfpFnzQ_aErNe3g,5.0
2pqmmyuVqaNarxndKxOkXw,5.0
RN2lSa--jE7TfGgTIzllxg,5.0
ZZN6PZDXTyW04UiyHgdwNQ,5.0
_eB8-TF0ilurygYPp0kyLA,5.0
Djm4QfLqMlbIoIWlxCD2pg,3.0
gJgfWH1AkkgIV1nkzFgvOg,5.0
7IWyqMaO_OyOpZOyBQ1viQ,2.0
__MRiu8grLh6jPPiuvWW0A,5.0
g3OLv8QPyFUfBk4OAp68gA,3.0
tHp3a94UIywEBI-RzpYBUg,5.0
DLP7Lp41utBgTeuBUBkLSQ,5.0
OKGfyZ-yWlvyecaRlqREPw,4.0
albwxWOskQzix6fwtJBqeg,3.0
JbagkrxkO6YKcaF-CnyIxg,2.0
p79mh8ignOsjWcbskDJTIQ,4.0
5nTocccuWttvIWSuM0aN1A,1.0
118MOWm7_JkS0TwcuLb2HA,1.0
dI42ZEJc8QrWB7N_OhUQSw,5.0
qdc7szvPgfAjxJ5vK6LTaw,3.0
o-eM3XlJ3gW-mSfLw1LBRw,1.0
lfXiiDA93o1RHmoVFYEPsA,3.0
RpVjYYjgepcMVZg2QWd17g,5.0
H9rsXMR8kOnsez5X8Aqong,1.0
TI2jzcao-iRQwi0wTEjFcA,5.0
wRt-W9k6A5xfyJmvlgtIUA,3.0
2CVW1TCDrddmQ6yFn9Cqjw,5.0
yM7w-mxNfeL9U1F6DM5nfQ,5.0
Z5oQqGomIgo6m3u1dp4ITg,4.0
IIYqWft42BHl2YZhQ_A_fQ,4.0
Tg8ErpAusbj2BovRu5lbXw,4.0
UTaoU2T9mTGClTSoCatPww,1.0
FxB5XpwBLOjcFmtgxlhxOA,5.0
VNcS3fwWhsaN8kn0wiXD8A,3.0
3w294ON68vBXA03bjNkbVw,5.0
cSTfQ42BRYfvbwRmSoHMxg,1.0
yOp2HbjOBii89oVZh4yjeQ,5.0
7gtwgM5fisBvJvU-tSbQ0Q,1.0
q_yp7pRN9-rjxm92lSbUqA,1.0
lx7bgGrGIy_BWOVlY8adeA,5.0
nmylD7W61X1DfDE6mCNQFg,5.0
li6KqduVSmbMaO3hNkeQ0Q,5.0
76LH0wVehsxSerPC5qGDJw,2.0
S4-fCAKyq8NKjKJ-0q7-UA,5.0
KgZfvUQm9fx453_jfbCarg,4.0
Yn41tqO8MO-hKmEoZywKHA,5.0
bqR5v51tX6kRo6RU3SuB-A,5.0
2vZcQS6cQEwRaZcJTh0b9g,1.0
POxzxXi4z7LXTS-l5t5gsQ,4.0
Hmd--B83ttEnLjzREQNvew,5.0
l5cG-3fxbJNYw1xM6c4Z3Q,1.0
GTFcv0swjZlP6w6SSNgR8w,5.0
hLNxhu3Nk9evVwNredpzig,4.0
-TKz9mPBujiWH_Bf4elYSg,1.0
EJgfuLR2LEhni15ywBaiBA,1.0
nV1ZSmmDwxvZaVPaltE6Tg,5.0
UpxLGsdhZ_II9DztlcYv3A,3.0
etNzEuhBd9lYuUZAFK5n_Q,1.0
te2wx_7TjeuGZ-JZEkQY0Q,5.0
h0m315KtVu2g8YfXc5LA6w,4.0
nZpxFguYERRyuojvqMPpdA,2.0
fOh3U6fB-EzO_5Em0Gw67A,1.0
DcDTnQqZx7LJQYvmK9P7pA,5.0
j-iKus_wr75vS9tVyYgWPw,4.0
3kMzuLLM1SItfizFnpcV2g,4.0
OCweN9EUBP_bfLp2MaVHKQ,5.0
ps-aw76p6560VpUCLaKOJw,4.0
tmc60qJnQmATgl1J3VqClg,1.0
PIZQLH_DK9hr_ToPae6a-g,5.0
iQbFsR4RCvuk0C1AM3muzA,4.0
vWHWTQKkQHl5PrTwNmbHKQ,4.0
MRAuq2wf7iwQQ3OghbZBcA,5.0
8jhCoSuzKZihJEHWB4pSPw,4.0
KMD6V-NAJyamwK5diQgw1g,5.0
Llv1VJHlxmepVaK3HbGrHg,5.0
e25MmVdR3SBXOC1ScQHe-g,3.0
8tC-2faL1-rzpD6CJRzrdg,3.0
S2fkAO1yfMjsyI4BIpSdNQ,5.0
dYz60jEhny3sHqsBxMHPhw,5.0
ssRCsfXBZsSvvKmPjc8g0A,4.0
Xhn5C_iRaD4921OR13hyIg,5.0
fvTR-01UG_f0HeXVRd3weg,4.0
fozfMzfHbxcKbgd-vKyuyQ,5.0
QmMLIxP0meK38HpTyiXLKw,1.0
WePamwCEs5cvQOvyd_fJfQ,5.0
g9sRih7xrk90Be1F_rAYkg,5.0
I7EY8G_KQB8KowVLoEqt3A,4.0
kzHBN9kslPBbAd9fyYEd6w,5.0
JREkhoDzuL6TD0BTqHgibw,4.0
28iiNfuGRe0fr9e7EelJWg,5.0
1C2P7SoTFEp33Bu0MbQhCg,4.0
EqOTu4RPPVugaQVBxFdn3A,5.0
vGQOAkTs7WN16hXAmVgxgQ,5.0
MnXi6QD59NPfz9MgQxS-qQ,5.0
Xy0kRVX1F4a1wksUkg8cyQ,5.0
kp0HGoKWyIxgS6Z7ubVWfQ,2.0
bMbFku3IzJBdKj1bLHAulw,5.0
ZOqq8f9Rr2zWwgLbDyYVzw,1.0
Y70lf6ygXohGIpkT_7yF0A,5.0
JH8syD7lawPOhvqCgAgCtg,1.0
ap_bxjQ735z3SsG2hE_Nyg,3.0
VlZ8LilDySrcUb_aacWiMg,3.0
QfSsic8W84vHa-sm8q4a5Q,4.0
ecgiA8PIJik-cz5BLypWqg,4.0
U4TOfrwN9wCdQm9gadWOHg,4.0
KxAs6vwCfu1tUOqvYU5yYA,5.0
JpMldsAdjuOLeMpawPlkYQ,1.0
wx_0jmmk5g0jVT5BYkKLBQ,1.0
iJczAFps1zDQo5UeSZH6_A,1.0
siN4LnTLyrpFrMrYIV3rKw,1.0
TVXncOM4w8e3C9Pb6hrPRA,4.0
csdAMluG6zZO15Nq80Aa6w,5.0
J-c9BU-8Vf9MSMXF2RRSJA,3.0
h5yXpWTkZ169H0yP5jfd5w,5.0
3pqo5f8KTMmtZvCWNbk9EQ,4.0
Wct38VaSqvjge7unLHclsQ,1.0
pwaXYgPouHyscWnbE0RI9g,1.0
gbvYkxA9xFMnzOkpBzA-og,5.0
v389FmfDd50VQEOMmwUjqQ,1.0
saI4NbixWbMOLNyba1LD3Q,1.0
WBrf6drg8Bpc2NMlz_hqIQ,1.0
0--xYsqOlOLu-mwWtvzPsg,5.0
eZAdCjFTV1OCvpQDLT24fw,5.0
Esx5OZdSVvrQp3X_9_Ko6g,5.0
y-Lx4m10WIl8OiOLZCH6kA,5.0
qsJ_walkeLz52SE3VXOFmw,4.0
5MAN2jBoG-olwkIKJljCNw,5.0
KBvkfvOlJDM-CKyUPuis7w,5.0
UVQj8HrNauNx49NW5c8heg,1.0
r0kEwdIV8N7Dfy6RAorP2g,3.0
SvNl3cvypWol6SGy8Nk23A,1.0
A_qrvOsNXvxU4_zh5vkUIg,3.0
ay7T_TLck0omhHkMXSbOZw,5.0
88-isqLjjtEn_S9hTrmR3A,5.0
91d8l9c9n5jl_3iEBmJmZQ,5.0
ciBZxtMeJoApvXTrTemvzA,5.0
rzV8NkrdwpfxIu1oQJZ2aQ,4.0
GzabGc5kccCPr2l3FNXs0w,5.0
p6o_-3a23tQmPAr1-JPyIw,5.0
230eOJPJL2Zl-norM_hhQw,4.0
ogOv6KKZdYC4BdB5Q9l0bA,4.0
VxjoILtCPyg0m1du08-d7g,5.0
vy2mUMlLM-3xpchM4tWmUQ,5.0
Iw2P5sSvhM_VMdH_BvZdmQ,5.0
DOv8Ilf36if9W3eMLCN7kw,1.0
z7E5iZ6Dw64joZ_jfHS5sA,5.0
YRc4v9xuEHHX9ZL19UMjdg,5.0
AN-4vrmOUfTbSxBvvqTDwg,4.0
T8Cq0DwWVU5ZObRCpgLaNg,1.0
Up9pvafTflpp18xLjxPJuA,4.0
RB_H6sms787sETH5IHyBVQ,5.0
cAVH9lcqC2kD55p2WzGlww,5.0
cni1bDLcj9_3O-L5wHcMEA,5.0
NZIEbINBMG8kv7j_H_nF1Q,5.0
5PWf1lEh27t73l6aGx2NBQ,5.0
usNQcUX5fxwXCTpKFkk5Mg,5.0
glvLXpnBrF0Vlbv0HdmvmA,2.0
M8op81lvN-SNMXWM1FiL3A,4.0
bwue_A4SRByXrS1CxkWfnw,4.0
aoRXH_BTXBEfBqOJZciysQ,5.0
n4bHtPKwCVDeeSsP0jjh6w,5.0
ZEvlSFZhovGqVh-Uc24stA,1.0
8isf3YvO8WT8YWYbXVzYmA,5.0
zR-pPDb_3U4eUs59OBu2Cg,2.0
TsMai8iiikcxgthb2B39NA,1.0
Inr_hH9LDte2LYX8aTlPVQ,5.0
-Hkd1H-1JnPbwsTWWgJzXg,4.0
xRXN4ktnXCObTtPw3CIQDA,4.0
b_FqORAAM8fzOVbA1dSz3A,1.0
yaKHyquMLmojHQ3n-8UEVg,2.0
cblSOItkZfVEhiAu46mo3Q,1.0
_2XHLvewO5wuLfbcG0sWvQ,5.0
MUIrbe8hXwefiEP6TPNKwg,3.0
uZUjiO3npjY3ai2ejf6Eeg,5.0
PB8c6SNaoUo1GYm7BhnMdQ,5.0
kig-Lst6hutEPlsfv68JEw,5.0
Rpygn3CymVkLvH0Ug-WnJQ,5.0
UZPPiMCiBjAVkQBOrNA88w,3.0
Mai0pA0tMK-nLrPvADpBOA,5.0
UbCN-Tb3qBE_LyzNZpZwLw,4.0
anLmX3puy5akV78UKNJeFQ,1.0
9lwBYNzfHfVLsBD06VzarQ,1.0
dtUiDYhHjiCgP7or6sMhkA,5.0
s7vs0aHr-UJjJC-Uxa9MBw,5.0
UAPHrwH6QxQvwkkAop-GBQ,5.0
o_uHL6VjtlBvlR1IKo7dSQ,3.0
ZssBSR-eAy0B9o-C1w5LGA,4.0
AorgUbgVuMwOPjktK3MhzQ,5.0
Rl2tYYrGIn_GVxeMlvUGjQ,5.0
3HUEKxuq-GhmekGd9uk-nQ,5.0
F4TyUe2NgsBIoAaq8qvlow,5.0
-Y2jKsc_HW78fkSh7YwAKA,1.0
uDsuzKVu4bNUYPJ_z86k5g,5.0
mlj75MlUEtoeOn7G_6WBBQ,5.0
fUMP8_svwo7Gc9wzLdYxvA,4.0
RTZE2MX9C-FUObDLZ-1abQ,5.0
D0DKTmldZ2YICxEvm0zqKw,5.0
f_yNeAtDPEEJJ92Euly0EQ,1.0
bf2hUrTcrbZc3n4Spx4Wvg,5.0
2innIT8ttEyq5_tpcNcrsg,4.0
aKHYIwEoM5JIWCVPweoM0w,5.0
3FXmEOhceai-SZ6HtMvLbQ,5.0
zaDYExWoZZBrVaiFHqeS3w,4.0
GmJesVGwJogleqcXPDEnPA,2.0
F6J9gQXbCwyiAoW4v34Mgw,1.0
nX4gLV1QPC1Mh0TFuSSf4A,5.0
6uBFkEa4RyTkTZwWWdPanQ,3.0
h2n4PIk4Y8A7ywzhx-PzxA,5.0
8y_L29RtYZWs9GkOYmB_9A,5.0
N8OKF59FqJiZRWcbmZCGsg,4.0
1seddhjTHCbZDA7C0-9vRg,3.0
jM-bVNRppq-MaFhqkAlUvA,1.0
tnd2uH4tkPP3ndyAjSTacw,5.0
tR0MC0Z3D8xDmKTBBngC_g,4.0
CTVx7ciywOv9F2JHqPpV8A,5.0
VyS_mICdUj02MncFoPGenQ,3.0
Fut0ih6ONzrFk3fedoShyA,5.0
EF2NkM0AFHlLY6haW-62gg,4.0
uo-zYj5uTMBW0VIvC3CKDw,5.0
tNlY6mWFcqOkaZKvojvz0Q,5.0
lmfo1L3i3CpDKeto4L4UHA,5.0
Uevsw_GRBf1P4qAurL4Biw,5.0
q5D8g_1OxNhnsGGYG-cvPQ,5.0
aZUbhV0bXMAlGYdx_uz8KQ,5.0
93CbO1fq5bIBt_jn9qnMbw,5.0
nX5dlile6VchsyJbFJpwsA,2.0
N2ksaxzfIiW3Hdn9jFWlEQ,1.0
R83kA8WY-2X2BeDNI-dvGg,5.0
BxmjtpukTDw5dBnD98bJdA,5.0
g0IAUPOCmn9vZlK-DNo3uw,5.0
CG4z-yLMWFhrMc-65kC7gw,2.0
4MsnRrancvaFq85j87MpiQ,5.0
CfgNWbSRZWxwf5rvP7Zk9g,4.0
1CT_4A5RILwMM_BwxKS3FA,5.0
n6UAudL5OENkm77USyBQRA,3.0
lf9My_o4n-jFwPAe344xsA,4.0
dT0rt9EluJ8SDlHSI7fbjg,1.0
WtAtH9tL5HZxCfMnYglwNg,1.0
1YVLcSrEt4Wkqavj54eqkQ,5.0
NLigIjAUFsliXTUU8j9r_g,3.0
ARQZI9ltjZbWsPV3J3TZkw,3.0
iZu47GdJzRMiyLXr4aOUpg,1.0
7Lj6eXq0ZUBzlVC9sfeRQw,5.0
lrK31KG7sbAkr8ww6O8xxw,4.0
wA0tHffqNB2V0wDLiwsbUw,4.0
GASTxfP4y8fhJHClloPBjw,5.0
xXAkVtbtS4c-1ZLJ2dG-vA,4.0
jfw7a98Ii2YHAjeqgun7VQ,5.0
28I4bILc9Hb0_e3Asm1Nqw,5.0
AlWp7ALURQw0qI26FhCE_Q,5.0
tWsDxbZ4g4rGDcxDfHCmGQ,5.0
ioFCAJlAOKVcMCwkYpoKzw,5.0
-Hg67m4ivfggItp3aDzDZQ,3.0
LtNt67N66nxYbDTrW5DHBg,1.0
W2O2v2eETho0J7xHO6dJgQ,5.0
RD4YRchmJzzjrHhM8t5BXA,5.0
_TamgValwdYak0uCGBKEZg,5.0
zTXkafYRcaS0El9iwEweHg,5.0
afpdAz2h4OUUbw4ZoXfTbA,5.0
r93CYRvKeNy4ADtvWwEqmA,5.0
ZWkrk03ES4WKgXDA-xmiMw,3.0
Mn2yXqdSsiQL_Thx4_6uGA,5.0
zspMFxfK6TIaj54WT7UEBQ,1.0
-TluiX7ciI3itwr0ItcoZQ,4.0
w8SdjLpffYVO04gVPtSPbQ,5.0
I6cC9cZnSu1mqYjTq7oFGw,5.0
B20_gJbE8sif0AGTEIQiRA,1.0
BeR7RricKpCSnvit2yFmKQ,1.0
77ztaS2A7aAhZL-Rcd8mww,3.0
aS2t5EU3OgtkAqV-UTYaKA,1.0
snFYyi9F1e4p-nKAwgyazQ,5.0
QlzBU93Laz0WZW1qSRqRBA,3.0
e1tqnTpBYsGIz3Dp1xtOPw,5.0
nBi2TQz47ciZf-PwP1nSXA,5.0
qLray2txUpuJcKwyI4_1oA,1.0
0KggRickHyun0X8yYyuOLw,5.0
x4svrbJAD39XmEoSXx-eVg,5.0
049JKGf074YBz_ycYrmliA,5.0
yHBK3tnXdN801axnZVvYsA,5.0
Klg87ukdNqY1vl0DVdvydg,4.0
LEJ6wjP8i036ceUsifLAPw,3.0
jPY5FHiAv8ef-creUgqzoQ,5.0
b5al5ZtiXc2OUzgOg_dBKg,5.0
L1UK6hn5WpIfzbB8rG_iZA,1.0
cwjf1pql8BCJEoyiPoo85w,1.0
4tGx1eCbtY5NyB54drC_NQ,4.0
q_J66X4Lna8e1bR5hxmlmw,1.0
qcVu-lksxoAU_ZNtEQ3-Qw,4.0
WVao0afo-_rruwBeh9jcmw,5.0
FpZPpiehiJLjplCgG4rvoA,5.0
vG7PfpptLiRQ961v_0aPGg,4.0
huPtNB2LjbDjlz21ilAyxg,3.0
1_G3JncYvTpGqnRverpStA,2.0
8U6aSnvWvU3SyDCnK9PiKg,5.0
pYGc-FMUU5x7I3Bvqdg3zQ,3.0
JPnxZetjqRixX3QuLUNefQ,5.0
9JJ4kpmT3wx0srZZlI9tyg,1.0
rlP7YZiKTpNH-mUpQ6v8Vw,4.0
p_dpXLbc-LjMjsAdsiLbQQ,5.0
nRMSOxpyKaAWgrcHq0165w,5.0
bXY7693ehnamWsSDw3-K3A,2.0
Al-Hu4SZkhfrIRtBIXT6pw,3.0
mzmfN9gsZdnZomJP1pROBg,1.0
KppnPv9tuMS5fIZjxRjTeg,4.0
8qwnJfU3JxszIJwi9aT1Bw,4.0
vvXaypg7TJKGfantVrlXcA,3.0
dzFk07IPrXPjvQCn8y-6Yg,4.0
Jmy7vq_d9N3mAm56mGmKlA,1.0
ts-WrdA2cSWuV3Q6n1AawA,2.0
rRB-m-zaI5PPump1-uhmdg,5.0
Whdbpy9VjfC4nViQW8_dxA,5.0
X0ZDOTaEILZ3d9jl1a9WGQ,5.0
FpOtfacx3nEo-Hl3Z3xGbA,3.0
Zs_j310iwrzSeoPxEXNPkQ,4.0
JMGmfLbs88gevo8llQAZ0w,1.0
EFiLNjwY8087WKFWgNLt0w,4.0
sKaw4lUWNjcpE7AC5BEBWQ,2.0
oVLMz3bSgqqiPIYg01ctug,5.0
BOqL2xavKyJh0zmkbELItQ,5.0
PzqhzApMveiBSpoZvRTSJQ,1.0
93S-FNWo4dU4acKw4-8KVA,5.0
F7PfyQf48YWDVutzUyXbOA,5.0
bmdqTvQhHJ4xfYWRT5FBYg,5.0
Je26DspP0ejBJdIGKISB0Q,5.0
0u6_v-ytpUPDqsMwl-SIxA,4.0
3i35hTK4vTCQpFSRcMK5iw,5.0
BkfO4zCAy0tv3TOZgz-9wQ,1.0
d0oE1eI7PuDI8XKVGW15Xw,1.0
74FuDxonjenB5LPZYdVhXQ,5.0
XMV3qxEIiiNN1G2ShhCJdQ,1.0
eaAtImFcWMDzoKyj3jVYwQ,5.0
3XtiUKNCschgpUPafCcJqw,1.0
j2YVkvZ-0yG3AjqAq26y8g,4.0
esxp-wfluHX7Ud32qym39A,5.0
TKXbVyG-vgWLsby1jE6x8A,5.0
MrMgxZlIYJVD_QlihsJriQ,5.0
_gFkte9zXlXVaU4JUG-aqw,5.0
luHVsOiKZZLx_s1nsiihxQ,3.0
NwDXx0DbJuf3wMwmSTOGhQ,5.0
2lbg3v-65W4AWIlrvXET4A,3.0
qP--1lrzhBoh-v4MmNFB3g,4.0
-Rg4QJ0nIvZT99rMisYPCQ,5.0
FQa-mvks_C8Auu8fmWCWeg,4.0
MyRmOuPJ_vThM-6uoW9tKg,5.0
TixwGqzISrL7baShRpmFbw,4.0
-669W57p10njQZu2p89Y9A,1.0
E7ylhozEC243afYjuylvhQ,3.0
IkTI1Q-BmM8ofBrD4BnimQ,5.0
jVBon6eURyo_V5LeGrmhtQ,5.0
BZjqDlw-kZedETi4SGDMPA,1.0
MKk0gc3LmiJq7B-hBycW6g,1.0
67FQc6pGMN-IvsvJsivkLg,5.0
vBDGgsQhRSJKnhq2CpeEsQ,4.0
edDZMvviAtpcPFYrjyn0Uw,5.0
HdvBpM1CtHWgliEdx5OF8A,4.0
1MSmaar-cJ7AOlJgZBDTkQ,2.0
iByTri1WGa6U4MjYs-xg-Q,4.0
4d4tQwxOqo0L-ItFSHJ_yg,1.0
fO0KxVG2br-N-MKRGrcgCA,4.0
WVJHFmVHJiFsWcY2VxNMpA,2.0
VLlHsPdR4f1Soetu2P5bvQ,4.0
HDn7Z0lfnYIjSCKwosHIYg,5.0
obuQJxlN8zvmemLIUsPI6A,4.0
sRqey1pdeKaS3Q-DmfeArw,4.0
43ZxWCxnh0bEvwr7zFtvjQ,4.0
TQbALw4_FiuZND_YiMZz4w,5.0
zSL7-S8NcKheehBn3ESUdA,3.0
j2r7FKglJoNel1ayQxe5uA,5.0
efsG0cP0CNMtrz28It_tEQ,5.0
W6CvwbQZKdhf77RKUsenRw,2.0
3g32E0IAzYC5k9ZFltW__g,3.0
wz12WHeqN0phtdhIn-vK5g,5.0
BLAG1AJ2cjZ6Pvqr_5CzGQ,4.0
Gb6w_UeOGH6F86lK0zCXSw,5.0
ijknqdvzdjRAQ95yn1fA-w,4.0
jcNr8gSTmOcPatjnDvdmaQ,5.0
WTvuAbjoSrLSTy-sse6ZDw,5.0
ZcT99VvzECwBex5_5Xm5cA,5.0
etbQAmr3uEkDtk_6pWLThA,1.0
hDz-ZRg_x8DpPH8F62j8Bg,3.0
oAm8PIz8A4HklQ-iQKE8Ww,5.0
w6lOOxmDTrigJDZXacEUDg,3.0
Ch1Y7FDFah6la3w88LNPIA,4.0
RjfnIAhf__mq-Ga_FRD0fQ,2.0
4rgpEBwXvBfRPXCrYkUipg,1.0
PCRruwkHLHN8kj7w1zDfrw,1.0
UKBUXVs2UaRe8t-E_Xcktw,1.0
HTBMA3b31VxbyC7whqDYwg,1.0
TY10gOsad6QFpvo53Bil-w,5.0
PDtXjxmpYk6CHTxWbA4rbQ,5.0
flKG4L_9TrwKis384iabVw,1.0
WGxQxWli5f3abhf2OBInFQ,5.0
fhvgv2RMModjlGFeMGfJVg,5.0
NZDOxrtbHG3RKwfl0_k0xQ,1.0
sRyTI2ZuejHdyMwlTfBWRQ,2.0
nWzcVAPNz_uAwqvpZBC9iw,3.0
zESY8XIb-kQ7gwySLZvWBw,5.0
i09gN5avouKLqwuw8vBqSQ,1.0
KDvUzhAUuHFFGGSYtrnSaw,1.0
ZyQi2SYmMbEQdhg6BZvRkA,1.0
xCeiI6tAs-VAspViJNoAwA,5.0
Z7hEcgjYqKkaCwx6v1j29Q,2.0
TAyNbelxa3gO0nTlADes1A,4.0
WvqrvAemACq4N349FG4-iA,5.0
-HEnfaTmKN57eSzJ6IM2Qg,5.0
mJMiT1-TOIGx-zH9NgW73A,3.0
ptyTqPqns4O_whnUnCSwcQ,1.0
qfL8ZMrdhtlVQE_N7lYXeg,5.0
hjuM_e8LkytQOyYHvXBHfg,5.0
dpLgzPB33OKQ5SsP6SXkjg,5.0
YgYz3EaVk6FRwVBr_sOtYw,5.0
oBqd1DzAHBy09p5W1ILl7A,5.0
